bomb,explosion_time_s,time_s,worst_distance_m,threshold_m
1,3.614000000,10.831335020,528.691125032,10.000000000
1,3.614000000,10.838228368,530.756798246,10.000000000
1,3.614000000,10.845121715,532.822474375,10.000000000
1,3.614000000,10.852015063,534.888153384,10.000000000
1,3.614000000,10.858908411,536.953835240,10.000000000
1,3.614000000,10.865801759,539.019519911,10.000000000
1,3.614000000,10.872695106,541.085207364,10.000000000
1,3.614000000,10.879588454,543.150897568,10.000000000
1,3.614000000,10.886481802,545.216590491,10.000000000
1,3.614000000,10.893375149,547.282286103,10.000000000
1,3.614000000,10.900268497,549.347984372,10.000000000
1,3.614000000,10.907161845,551.413685271,10.000000000
1,3.614000000,10.914055192,553.479388768,10.000000000
1,3.614000000,10.920948540,555.545094834,10.000000000
1,3.614000000,10.927841888,557.610803443,10.000000000
1,3.614000000,10.934735235,559.676514564,10.000000000
1,3.614000000,10.941628583,561.742228171,10.000000000
1,3.614000000,10.948521931,563.807944236,10.000000000
1,3.614000000,10.955415278,565.873662732,10.000000000
1,3.614000000,10.962308626,567.939383633,10.000000000
1,3.614000000,10.969201974,570.005106913,10.000000000
1,3.614000000,10.976095321,572.070832545,10.000000000
1,3.614000000,10.982988669,574.136560504,10.000000000
1,3.614000000,10.989882017,576.202290767,10.000000000
1,3.614000000,10.996775364,578.268023306,10.000000000
1,3.614000000,11.003668712,580.333758099,10.000000000
1,3.614000000,11.010562060,582.399495122,10.000000000
1,3.614000000,11.017455407,584.465234350,10.000000000
1,3.614000000,11.024348755,586.530975761,10.000000000
1,3.614000000,11.031242103,588.596719331,10.000000000
1,3.614000000,11.038135450,590.662465038,10.000000000
1,3.614000000,11.045028798,592.728212859,10.000000000
1,3.614000000,11.051922146,594.793962773,10.000000000
1,3.614000000,11.058815494,596.859714758,10.000000000
1,3.614000000,11.065708841,598.925468791,10.000000000
1,3.614000000,11.072602189,600.991224853,10.000000000
1,3.614000000,11.079495537,603.056982923,10.000000000
1,3.614000000,11.086388884,605.122742979,10.000000000
1,3.614000000,11.093282232,607.188505001,10.000000000
1,3.614000000,11.100175580,609.254268970,10.000000000
1,3.614000000,11.107068927,611.320034866,10.000000000
1,3.614000000,11.113962275,613.385802669,10.000000000
1,3.614000000,11.120855623,615.451572360,10.000000000
1,3.614000000,11.127748970,617.517343920,10.000000000
1,3.614000000,11.134642318,619.583117331,10.000000000
1,3.614000000,11.141535666,621.648892573,10.000000000
1,3.614000000,11.148429013,623.714669630,10.000000000
1,3.614000000,11.155322361,625.780448482,10.000000000
1,3.614000000,11.162215709,627.846229112,10.000000000
1,3.614000000,11.169109056,629.912011503,10.000000000
1,3.614000000,11.176002404,631.977795637,10.000000000
1,3.614000000,11.182895752,634.043581497,10.000000000
1,3.614000000,11.189789099,636.109369067,10.000000000
1,3.614000000,11.196682447,638.175158330,10.000000000
1,3.614000000,11.203575795,640.240949269,10.000000000
1,3.614000000,11.210469142,642.306741869,10.000000000
1,3.614000000,11.217362490,644.372536113,10.000000000
1,3.614000000,11.224255838,646.438331985,10.000000000
1,3.614000000,11.231149186,648.504129471,10.000000000
1,3.614000000,11.238042533,650.569928554,10.000000000
1,3.614000000,11.244935881,652.635729220,10.000000000
1,3.614000000,11.251829229,654.701531453,10.000000000
1,3.614000000,11.258722576,656.767335238,10.000000000
1,3.614000000,11.265615924,658.833140562,10.000000000
1,3.614000000,11.272509272,660.898947410,10.000000000
1,3.614000000,11.279402619,662.964755767,10.000000000
1,3.614000000,11.286295967,665.030565619,10.000000000
1,3.614000000,11.293189315,667.096376953,10.000000000
1,3.614000000,11.300082662,669.162189755,10.000000000
1,3.614000000,11.306976010,671.228004010,10.000000000
1,3.614000000,11.313869358,673.293819707,10.000000000
1,3.614000000,11.320762705,675.359636831,10.000000000
1,3.614000000,11.327656053,677.425455370,10.000000000
1,3.614000000,11.334549401,679.491275310,10.000000000
1,3.614000000,11.341442748,681.557096639,10.000000000
1,3.614000000,11.348336096,683.622919345,10.000000000
1,3.614000000,11.355229444,685.688743414,10.000000000
1,3.614000000,11.362122791,687.754568835,10.000000000
1,3.614000000,11.369016139,689.820395595,10.000000000
1,3.614000000,11.375909487,691.886223683,10.000000000
1,3.614000000,11.382802834,693.952053086,10.000000000
1,3.614000000,11.389696182,696.017883794,10.000000000
1,3.614000000,11.396589530,698.083715793,10.000000000
1,3.614000000,11.403482877,700.149549073,10.000000000
1,3.614000000,11.410376225,702.215383623,10.000000000
1,3.614000000,11.417269573,704.281219431,10.000000000
1,3.614000000,11.424162921,706.347056487,10.000000000
1,3.614000000,11.431056268,708.412894779,10.000000000
1,3.614000000,11.437949616,710.478734296,10.000000000
1,3.614000000,11.444842964,712.544575029,10.000000000
1,3.614000000,11.451736311,714.610416966,10.000000000
1,3.614000000,11.458629659,716.676260097,10.000000000
1,3.614000000,11.465523007,718.742104411,10.000000000
1,3.614000000,11.472416354,720.807949900,10.000000000
1,3.614000000,11.479309702,722.873796551,10.000000000
1,3.614000000,11.486203050,724.939644357,10.000000000
1,3.614000000,11.493096397,727.005493306,10.000000000
1,3.614000000,11.499989745,729.071343388,10.000000000
1,3.614000000,11.506883093,731.137194596,10.000000000
1,3.614000000,11.513776440,733.203046918,10.000000000
1,3.614000000,11.520669788,735.268900345,10.000000000
1,3.614000000,11.527563136,737.334754869,10.000000000
1,3.614000000,11.534456483,739.400610480,10.000000000
1,3.614000000,11.541349831,741.466467169,10.000000000
1,3.614000000,11.548243179,743.532324926,10.000000000
1,3.614000000,11.555136526,745.598183744,10.000000000
1,3.614000000,11.562029874,747.664043612,10.000000000
1,3.614000000,11.568923222,749.729904524,10.000000000
1,3.614000000,11.575816569,751.795766469,10.000000000
1,3.614000000,11.582709917,753.861629440,10.000000000
1,3.614000000,11.589603265,755.927493428,10.000000000
1,3.614000000,11.596496613,757.993358424,10.000000000
1,3.614000000,11.603389960,760.059224421,10.000000000
1,3.614000000,11.610283308,762.125091411,10.000000000
1,3.614000000,11.617176656,764.190959385,10.000000000
1,3.614000000,11.624070003,766.256828335,10.000000000
1,3.614000000,11.630963351,768.322698253,10.000000000
1,3.614000000,11.637856699,770.388569133,10.000000000
1,3.614000000,11.644750046,772.454440965,10.000000000
1,3.614000000,11.651643394,774.520313743,10.000000000
1,3.614000000,11.658536742,776.586187458,10.000000000
1,3.614000000,11.665430089,778.652062104,10.000000000
1,3.614000000,11.672323437,780.717937673,10.000000000
1,3.614000000,11.679216785,782.783814157,10.000000000
1,3.614000000,11.686110132,784.849691550,10.000000000
1,3.614000000,11.693003480,786.915569844,10.000000000
1,3.614000000,11.699896828,788.981449033,10.000000000
1,3.614000000,11.706790175,791.047329108,10.000000000
1,3.614000000,11.713683523,793.113210064,10.000000000
1,3.614000000,11.720576871,795.179091893,10.000000000
1,3.614000000,11.727470218,797.244974589,10.000000000
1,3.614000000,11.734363566,799.310858145,10.000000000
1,3.614000000,11.741256914,801.376742554,10.000000000
1,3.614000000,11.748150261,803.442627809,10.000000000
1,3.614000000,11.755043609,805.508513905,10.000000000
1,3.614000000,11.761936957,807.574400834,10.000000000
1,3.614000000,11.768830304,809.640288591,10.000000000
1,3.614000000,11.775723652,811.706177169,10.000000000
1,3.614000000,11.782617000,813.772066561,10.000000000
1,3.614000000,11.789510348,815.837956762,10.000000000
1,3.614000000,11.796403695,817.903847766,10.000000000
1,3.614000000,11.803297043,819.969739566,10.000000000
1,3.614000000,11.810190391,822.035632156,10.000000000
1,3.614000000,11.817083738,824.101525530,10.000000000
1,3.614000000,11.823977086,826.167419683,10.000000000
1,3.614000000,11.830870434,828.233314609,10.000000000
1,3.614000000,11.837763781,830.299210302,10.000000000
1,3.614000000,11.844657129,832.365106756,10.000000000
1,3.614000000,11.851550477,834.431003965,10.000000000
1,3.614000000,11.858443824,836.496901925,10.000000000
1,3.614000000,11.865337172,838.562800629,10.000000000
1,3.614000000,11.872230520,840.628700072,10.000000000
1,3.614000000,11.879123867,842.694600248,10.000000000
1,3.614000000,11.886017215,844.760501152,10.000000000
1,3.614000000,11.892910563,846.826402780,10.000000000
1,3.614000000,11.899803910,848.892305125,10.000000000
1,3.614000000,11.906697258,850.958208182,10.000000000
1,3.614000000,11.913590606,853.024111946,10.000000000
1,3.614000000,11.920483953,855.090016412,10.000000000
1,3.614000000,11.927377301,857.155921575,10.000000000
1,3.614000000,11.934270649,859.221827430,10.000000000
1,3.614000000,11.941163996,861.287733972,10.000000000
1,3.614000000,11.948057344,863.353641196,10.000000000
1,3.614000000,11.954950692,865.419549097,10.000000000
1,3.614000000,11.961844040,867.485457670,10.000000000
1,3.614000000,11.968737387,869.551366911,10.000000000
1,3.614000000,11.975630735,871.617276814,10.000000000
1,3.614000000,11.982524083,873.683187376,10.000000000
1,3.614000000,11.989417430,875.749098591,10.000000000
1,3.614000000,11.996310778,877.815010454,10.000000000
1,3.614000000,12.003204126,879.880922962,10.000000000
1,3.614000000,12.010097473,881.946836109,10.000000000
1,3.614000000,12.016990821,884.012749892,10.000000000
1,3.614000000,12.023884169,886.078664305,10.000000000
1,3.614000000,12.030777516,888.144579345,10.000000000
1,3.614000000,12.037670864,890.210495007,10.000000000
1,3.614000000,12.044564212,892.276411286,10.000000000
1,3.614000000,12.051457559,894.342328178,10.000000000
1,3.614000000,12.058350907,896.408245680,10.000000000
1,3.614000000,12.065244255,898.474163787,10.000000000
1,3.614000000,12.072137602,900.540082494,10.000000000
1,3.614000000,12.079030950,902.606001798,10.000000000
1,3.614000000,12.085924298,904.671921695,10.000000000
1,3.614000000,12.092817645,906.737842180,10.000000000
1,3.614000000,12.099710993,908.803763249,10.000000000
1,3.614000000,12.106604341,910.869684899,10.000000000
1,3.614000000,12.113497688,912.935607126,10.000000000
1,3.614000000,12.120391036,915.001529925,10.000000000
1,3.614000000,12.127284384,917.067453293,10.000000000
1,3.614000000,12.134177731,919.133377226,10.000000000
1,3.614000000,12.141071079,921.199301720,10.000000000
1,3.614000000,12.147964427,923.265226772,10.000000000
1,3.614000000,12.154857775,925.331152377,10.000000000
1,3.614000000,12.161751122,927.397078532,10.000000000
1,3.614000000,12.168644470,929.463005234,10.000000000
1,3.614000000,12.175537818,931.528932478,10.000000000
1,3.614000000,12.182431165,933.594860261,10.000000000
1,3.614000000,12.189324513,935.660788580,10.000000000
1,3.614000000,12.196217861,937.726717430,10.000000000
1,3.614000000,12.203111208,939.792646809,10.000000000
1,3.614000000,12.210004556,941.858576713,10.000000000
1,3.614000000,12.216897904,943.924507138,10.000000000
1,3.614000000,12.223791251,945.990438082,10.000000000
1,3.614000000,12.230684599,948.056369540,10.000000000
1,3.614000000,12.237577947,950.122301510,10.000000000
1,3.614000000,12.244471294,952.188233987,10.000000000
1,3.614000000,12.251364642,954.254166970,10.000000000
1,3.614000000,12.258257990,956.320100453,10.000000000
1,3.614000000,12.265151337,958.386034435,10.000000000
1,3.614000000,12.272044685,960.451968912,10.000000000
1,3.614000000,12.278938033,962.517903881,10.000000000
1,3.614000000,12.285831380,964.583839338,10.000000000
1,3.614000000,12.292724728,966.649775281,10.000000000
1,3.614000000,12.299618076,968.715711706,10.000000000
1,3.614000000,12.306511423,970.781648611,10.000000000
1,3.614000000,12.313404771,972.847585992,10.000000000
1,3.614000000,12.320298119,974.913523846,10.000000000
1,3.614000000,12.327191466,976.979462170,10.000000000
1,3.614000000,12.334084814,979.045400962,10.000000000
1,3.614000000,12.340978162,981.111340218,10.000000000
1,3.614000000,12.347871510,983.177279935,10.000000000
1,3.614000000,12.354764857,985.243220111,10.000000000
1,3.614000000,12.361658205,987.309160742,10.000000000
1,3.614000000,12.368551553,989.375101826,10.000000000
1,3.614000000,12.375444900,991.441043360,10.000000000
1,3.614000000,12.382338248,993.506985341,10.000000000
1,3.614000000,12.389231596,995.572927767,10.000000000
1,3.614000000,12.396124943,997.638870634,10.000000000
1,3.614000000,12.403018291,999.704813940,10.000000000
1,3.614000000,12.409911639,1001.770757682,10.000000000
1,3.614000000,12.416804986,1003.836701857,10.000000000
1,3.614000000,12.423698334,1005.902646463,10.000000000
1,3.614000000,12.430591682,1007.968591498,10.000000000
1,3.614000000,12.437485029,1010.034536957,10.000000000
1,3.614000000,12.444378377,1012.100482840,10.000000000
1,3.614000000,12.451271725,1014.166429143,10.000000000
1,3.614000000,12.458165072,1016.232375863,10.000000000
1,3.614000000,12.465058420,1018.298322999,10.000000000
1,3.614000000,12.471951768,1020.364270548,10.000000000
1,3.614000000,12.478845115,1022.430218506,10.000000000
1,3.614000000,12.485738463,1024.496166873,10.000000000
1,3.614000000,12.492631811,1026.562115644,10.000000000
1,3.614000000,12.499525158,1028.628064818,10.000000000
1,3.614000000,12.506418506,1030.694014393,10.000000000
1,3.614000000,12.513311854,1032.759964366,10.000000000
1,3.614000000,12.520205202,1034.825914734,10.000000000
1,3.614000000,12.527098549,1036.891865495,10.000000000
1,3.614000000,12.533991897,1038.957816647,10.000000000
1,3.614000000,12.540885245,1041.023768188,10.000000000
1,3.614000000,12.547778592,1043.089720115,10.000000000
1,3.614000000,12.554671940,1045.155672426,10.000000000
1,3.614000000,12.561565288,1047.221625118,10.000000000
1,3.614000000,12.568458635,1049.287578190,10.000000000
1,3.614000000,12.575351983,1051.353531639,10.000000000
1,3.614000000,12.582245331,1053.419485463,10.000000000
1,3.614000000,12.589138678,1055.485439660,10.000000000
1,3.614000000,12.596032026,1057.551394227,10.000000000
1,3.614000000,12.602925374,1059.617349163,10.000000000
1,3.614000000,12.609818721,1061.683304465,10.000000000
1,3.614000000,12.616712069,1063.749260131,10.000000000
1,3.614000000,12.623605417,1065.815216159,10.000000000
1,3.614000000,12.630498764,1067.881172547,10.000000000
1,3.614000000,12.637392112,1069.947129293,10.000000000
1,3.614000000,12.644285460,1072.013086394,10.000000000
1,3.614000000,12.651178807,1074.079043849,10.000000000
1,3.614000000,12.658072155,1076.145001656,10.000000000
1,3.614000000,12.664965503,1078.210959813,10.000000000
1,3.614000000,12.671858850,1080.276918317,10.000000000
1,3.614000000,12.678752198,1082.342877166,10.000000000
1,3.614000000,12.685645546,1084.408836360,10.000000000
1,3.614000000,12.692538893,1086.474795895,10.000000000
1,3.614000000,12.699432241,1088.540755770,10.000000000
1,3.614000000,12.706325589,1090.606715982,10.000000000
1,3.614000000,12.713218937,1092.672676531,10.000000000
1,3.614000000,12.720112284,1094.738637413,10.000000000
1,3.614000000,12.727005632,1096.804598628,10.000000000
1,3.614000000,12.733898980,1098.870560173,10.000000000
1,3.614000000,12.740792327,1100.936522046,10.000000000
1,3.614000000,12.747685675,1103.002484246,10.000000000
1,3.614000000,12.754579023,1105.068446770,10.000000000
1,3.614000000,12.761472370,1107.134409618,10.000000000
1,3.614000000,12.768365718,1109.200372786,10.000000000
1,3.614000000,12.775259066,1111.266336274,10.000000000
1,3.614000000,12.782152413,1113.332300079,10.000000000
1,3.614000000,12.789045761,1115.398264200,10.000000000
1,3.614000000,12.795939109,1117.464228635,10.000000000
1,3.614000000,12.802832456,1119.530193382,10.000000000
1,3.614000000,12.809725804,1121.596158440,10.000000000
1,3.614000000,12.816619152,1123.662123806,10.000000000
1,3.614000000,12.823512499,1125.728089480,10.000000000
1,3.614000000,12.830405847,1127.794055459,10.000000000
1,3.614000000,12.837299195,1129.860021742,10.000000000
1,3.614000000,12.844192542,1131.925988327,10.000000000
1,3.614000000,12.851085890,1133.991955213,10.000000000
1,3.614000000,12.857979238,1136.057922397,10.000000000
1,3.614000000,12.864872585,1138.123889878,10.000000000
1,3.614000000,12.871765933,1140.189857655,10.000000000
1,3.614000000,12.878659281,1142.255825726,10.000000000
1,3.614000000,12.885552629,1144.321794090,10.000000000
1,3.614000000,12.892445976,1146.387762744,10.000000000
1,3.614000000,12.899339324,1148.453731687,10.000000000
1,3.614000000,12.906232672,1150.519700918,10.000000000
1,3.614000000,12.913126019,1152.585670435,10.000000000
1,3.614000000,12.920019367,1154.651640237,10.000000000
1,3.614000000,12.926912715,1156.717610321,10.000000000
1,3.614000000,12.933806062,1158.783580687,10.000000000
1,3.614000000,12.940699410,1160.849551334,10.000000000
1,3.614000000,12.947592758,1162.915522258,10.000000000
1,3.614000000,12.954486105,1164.981493460,10.000000000
1,3.614000000,12.961379453,1167.047464938,10.000000000
1,3.614000000,12.968272801,1169.113436689,10.000000000
1,3.614000000,12.975166148,1171.179408714,10.000000000
1,3.614000000,12.982059496,1173.245381009,10.000000000
1,3.614000000,12.988952844,1175.311353574,10.000000000
1,3.614000000,12.995846191,1177.377326408,10.000000000
1,3.614000000,13.002739539,1179.443299509,10.000000000
1,3.614000000,13.009632887,1181.509272875,10.000000000
1,3.614000000,13.016526234,1183.575246505,10.000000000
1,3.614000000,13.023419582,1185.641220398,10.000000000
1,3.614000000,13.030312930,1187.707194553,10.000000000
1,3.614000000,13.037206277,1189.773168968,10.000000000
1,3.614000000,13.044099625,1191.839143641,10.000000000
1,3.614000000,13.050992973,1193.905118572,10.000000000
1,3.614000000,13.057886320,1195.971093759,10.000000000
1,3.614000000,13.064779668,1198.037069200,10.000000000
1,3.614000000,13.071673016,1200.103044895,10.000000000
1,3.614000000,13.078566364,1202.169020842,10.000000000
1,3.614000000,13.085459711,1204.234997040,10.000000000
1,3.614000000,13.092353059,1206.300973487,10.000000000
1,3.614000000,13.099246407,1208.366950183,10.000000000
1,3.614000000,13.106139754,1210.432927125,10.000000000
1,3.614000000,13.113033102,1212.498904313,10.000000000
1,3.614000000,13.119926450,1214.564881746,10.000000000
1,3.614000000,13.126819797,1216.630859422,10.000000000
1,3.614000000,13.133713145,1218.696837340,10.000000000
1,3.614000000,13.140606493,1220.762815498,10.000000000
1,3.614000000,13.147499840,1222.828793896,10.000000000
1,3.614000000,13.154393188,1224.894772532,10.000000000
1,3.614000000,13.161286536,1226.960751406,10.000000000
1,3.614000000,13.168179883,1229.026730515,10.000000000
1,3.614000000,13.175073231,1231.092709859,10.000000000
1,3.614000000,13.181966579,1233.158689437,10.000000000
1,3.614000000,13.188859926,1235.224669247,10.000000000
1,3.614000000,13.195753274,1237.290649288,10.000000000
1,3.614000000,13.202646622,1239.356629559,10.000000000
1,3.614000000,13.209539969,1241.422610059,10.000000000
1,3.614000000,13.216433317,1243.488590787,10.000000000
1,3.614000000,13.223326665,1245.554571741,10.000000000
1,3.614000000,13.230220012,1247.620552921,10.000000000
1,3.614000000,13.237113360,1249.686534325,10.000000000
1,3.614000000,13.244006708,1251.752515953,10.000000000
1,3.614000000,13.250900056,1253.818497802,10.000000000
1,3.614000000,13.257793403,1255.884479873,10.000000000
1,3.614000000,13.264686751,1257.950462164,10.000000000
2,9.039000000,3.614000000,29.499188609,10.000000000
2,9.039000000,3.620893348,29.470854288,10.000000000
2,9.039000000,3.627786695,29.442517554,10.000000000
2,9.039000000,3.634680043,29.414178408,10.000000000
2,9.039000000,3.641573391,29.385836852,10.000000000
2,9.039000000,3.648466738,29.357492885,10.000000000
2,9.039000000,3.655360086,29.329146510,10.000000000
2,9.039000000,3.662253434,29.300797726,10.000000000
2,9.039000000,3.669146781,29.272446534,10.000000000
2,9.039000000,3.676040129,29.244092935,10.000000000
2,9.039000000,3.682933477,29.215736930,10.000000000
2,9.039000000,3.689826824,29.187378519,10.000000000
2,9.039000000,3.696720172,29.159017704,10.000000000
2,9.039000000,3.703613520,29.130654485,10.000000000
2,9.039000000,3.710506868,29.102288863,10.000000000
2,9.039000000,3.717400215,29.073920840,10.000000000
2,9.039000000,3.724293563,29.045550414,10.000000000
2,9.039000000,3.731186911,29.017177589,10.000000000
2,9.039000000,3.738080258,28.988802363,10.000000000
2,9.039000000,3.744973606,28.960424739,10.000000000
2,9.039000000,3.751866954,28.932044717,10.000000000
2,9.039000000,3.758760301,28.903662299,10.000000000
2,9.039000000,3.765653649,28.875277484,10.000000000
2,9.039000000,3.772546997,28.846890273,10.000000000
2,9.039000000,3.779440344,28.818500669,10.000000000
2,9.039000000,3.786333692,28.790108671,10.000000000
2,9.039000000,3.793227040,28.761714281,10.000000000
2,9.039000000,3.800120387,28.733317499,10.000000000
2,9.039000000,3.807013735,28.704918326,10.000000000
2,9.039000000,3.813907083,28.676516764,10.000000000
2,9.039000000,3.820800430,28.648112813,10.000000000
2,9.039000000,3.827693778,28.619706474,10.000000000
2,9.039000000,3.834587126,28.591297748,10.000000000
2,9.039000000,3.841480473,28.562886637,10.000000000
2,9.039000000,3.848373821,28.534473141,10.000000000
2,9.039000000,3.855267169,28.506057260,10.000000000
2,9.039000000,3.862160516,28.477638997,10.000000000
2,9.039000000,3.869053864,28.449218353,10.000000000
2,9.039000000,3.875947212,28.420795327,10.000000000
2,9.039000000,3.882840559,28.392369922,10.000000000
2,9.039000000,3.889733907,28.363942138,10.000000000
2,9.039000000,3.896627255,28.335511976,10.000000000
2,9.039000000,3.903520603,28.307079437,10.000000000
2,9.039000000,3.910413950,28.278644523,10.000000000
2,9.039000000,3.917307298,28.250207235,10.000000000
2,9.039000000,3.924200646,28.221767573,10.000000000
2,9.039000000,3.931093993,28.193325539,10.000000000
2,9.039000000,3.937987341,28.164881133,10.000000000
2,9.039000000,3.944880689,28.136434358,10.000000000
2,9.039000000,3.951774036,28.107985213,10.000000000
2,9.039000000,3.958667384,28.079533701,10.000000000
2,9.039000000,3.965560732,28.051079822,10.000000000
2,9.039000000,3.972454079,28.022623578,10.000000000
2,9.039000000,3.979347427,27.994164969,10.000000000
2,9.039000000,3.986240775,27.965703997,10.000000000
2,9.039000000,3.993134122,27.937240663,10.000000000
2,9.039000000,4.000027470,27.908774968,10.000000000
2,9.039000000,4.006920818,27.880306914,10.000000000
2,9.039000000,4.013814165,27.851836501,10.000000000
2,9.039000000,4.020707513,27.823363785,10.000000000
2,9.039000000,4.027600861,27.794888726,10.000000000
2,9.039000000,4.034494208,27.766411311,10.000000000
2,9.039000000,4.041387556,27.737931544,10.000000000
2,9.039000000,4.048280904,27.709449425,10.000000000
2,9.039000000,4.055174251,27.680964954,10.000000000
2,9.039000000,4.062067599,27.652478134,10.000000000
2,9.039000000,4.068960947,27.623988966,10.000000000
2,9.039000000,4.075854295,27.595497451,10.000000000
2,9.039000000,4.082747642,27.567003591,10.000000000
2,9.039000000,4.089640990,27.538507386,10.000000000
2,9.039000000,4.096534338,27.510008838,10.000000000
2,9.039000000,4.103427685,27.481507949,10.000000000
2,9.039000000,4.110321033,27.453004719,10.000000000
2,9.039000000,4.117214381,27.424499151,10.000000000
2,9.039000000,4.124107728,27.395991245,10.000000000
2,9.039000000,4.131001076,27.367481003,10.000000000
2,9.039000000,4.137894424,27.338968426,10.000000000
2,9.039000000,4.144787771,27.310453516,10.000000000
2,9.039000000,4.151681119,27.281936274,10.000000000
2,9.039000000,4.158574467,27.253416702,10.000000000
2,9.039000000,4.165467814,27.224894801,10.000000000
2,9.039000000,4.172361162,27.196370572,10.000000000
2,9.039000000,4.179254510,27.167844017,10.000000000
2,9.039000000,4.186147857,27.139315138,10.000000000
2,9.039000000,4.193041205,27.110783936,10.000000000
2,9.039000000,4.199934553,27.082250412,10.000000000
2,9.039000000,4.206827900,27.053714568,10.000000000
2,9.039000000,4.213721248,27.025176406,10.000000000
2,9.039000000,4.220614596,26.996635927,10.000000000
2,9.039000000,4.227507943,26.968093132,10.000000000
2,9.039000000,4.234401291,26.939548024,10.000000000
2,9.039000000,4.241294639,26.911000603,10.000000000
2,9.039000000,4.248187986,26.882450872,10.000000000
2,9.039000000,4.255081334,26.853898831,10.000000000
2,9.039000000,4.261974682,26.825344484,10.000000000
2,9.039000000,4.268868030,26.796787830,10.000000000
2,9.039000000,4.275761377,26.768228872,10.000000000
2,9.039000000,4.282654725,26.739667612,10.000000000
2,9.039000000,4.289548073,26.711104051,10.000000000
2,9.039000000,4.296441420,26.682538191,10.000000000
2,9.039000000,4.303334768,26.653970033,10.000000000
2,9.039000000,4.310228116,26.625399579,10.000000000
2,9.039000000,4.317121463,26.596826832,10.000000000
2,9.039000000,4.324014811,26.568251792,10.000000000
2,9.039000000,4.330908159,26.539674461,10.000000000
2,9.039000000,4.337801506,26.511094842,10.000000000
2,9.039000000,4.344694854,26.482512936,10.000000000
2,9.039000000,4.351588202,26.453928744,10.000000000
2,9.039000000,4.358481549,26.425342269,10.000000000
2,9.039000000,4.365374897,26.396753512,10.000000000
2,9.039000000,4.372268245,26.368162476,10.000000000
2,9.039000000,4.379161592,26.339569161,10.000000000
2,9.039000000,4.386054940,26.310973570,10.000000000
2,9.039000000,4.392948288,26.282375705,10.000000000
2,9.039000000,4.399841635,26.253775568,10.000000000
2,9.039000000,4.406734983,26.225173160,10.000000000
2,9.039000000,4.413628331,26.196568483,10.000000000
2,9.039000000,4.420521678,26.167961540,10.000000000
2,9.039000000,4.427415026,26.139352332,10.000000000
2,9.039000000,4.434308374,26.110740861,10.000000000
2,9.039000000,4.441201722,26.082127130,10.000000000
2,9.039000000,4.448095069,26.053511139,10.000000000
2,9.039000000,4.454988417,26.024892892,10.000000000
2,9.039000000,4.461881765,25.996272390,10.000000000
2,9.039000000,4.468775112,25.967649635,10.000000000
2,9.039000000,4.475668460,25.939024629,10.000000000
2,9.039000000,4.482561808,25.910397374,10.000000000
2,9.039000000,4.489455155,25.881767873,10.000000000
2,9.039000000,4.496348503,25.853136127,10.000000000
2,9.039000000,4.503241851,25.824502139,10.000000000
2,9.039000000,4.510135198,25.795865910,10.000000000
2,9.039000000,4.517028546,25.767227443,10.000000000
2,9.039000000,4.523921894,25.738586739,10.000000000
2,9.039000000,4.530815241,25.709943802,10.000000000
2,9.039000000,4.537708589,25.681298633,10.000000000
2,9.039000000,4.544601937,25.652651235,10.000000000
2,9.039000000,4.551495284,25.624001609,10.000000000
2,9.039000000,4.558388632,25.595349758,10.000000000
2,9.039000000,4.565281980,25.566695684,10.000000000
2,9.039000000,4.572175327,25.538039389,10.000000000
2,9.039000000,4.579068675,25.509380876,10.000000000
2,9.039000000,4.585962023,25.480720146,10.000000000
2,9.039000000,4.592855370,25.452057203,10.000000000
2,9.039000000,4.599748718,25.423392048,10.000000000
2,9.039000000,4.606642066,25.394724685,10.000000000
2,9.039000000,4.613535413,25.366055114,10.000000000
2,9.039000000,4.620428761,25.337383339,10.000000000
2,9.039000000,4.627322109,25.308709362,10.000000000
2,9.039000000,4.634215457,25.280033185,10.000000000
2,9.039000000,4.641108804,25.251354811,10.000000000
2,9.039000000,4.648002152,25.222674242,10.000000000
2,9.039000000,4.654895500,25.193991481,10.000000000
2,9.039000000,4.661788847,25.165306529,10.000000000
2,9.039000000,4.668682195,25.136619391,10.000000000
2,9.039000000,4.675575543,25.107930067,10.000000000
2,9.039000000,4.682468890,25.079238562,10.000000000
2,9.039000000,4.689362238,25.050544876,10.000000000
2,9.039000000,4.696255586,25.021849013,10.000000000
2,9.039000000,4.703148933,24.993150976,10.000000000
2,9.039000000,4.710042281,24.964450766,10.000000000
2,9.039000000,4.716935629,24.935748387,10.000000000
2,9.039000000,4.723828976,24.907043841,10.000000000
2,9.039000000,4.730722324,24.878337131,10.000000000
2,9.039000000,4.737615672,24.849628260,10.000000000
2,9.039000000,4.744509019,24.820917229,10.000000000
2,9.039000000,4.751402367,24.792204043,10.000000000
2,9.039000000,4.758295715,24.763488703,10.000000000
2,9.039000000,4.765189062,24.734771212,10.000000000
2,9.039000000,4.772082410,24.706051574,10.000000000
2,9.039000000,4.778975758,24.677329791,10.000000000
2,9.039000000,4.785869105,24.648605865,10.000000000
2,9.039000000,4.792762453,24.619879800,10.000000000
2,9.039000000,4.799655801,24.591151598,10.000000000
2,9.039000000,4.806549149,24.562421262,10.000000000
2,9.039000000,4.813442496,24.533688796,10.000000000
2,9.039000000,4.820335844,24.504954202,10.000000000
2,9.039000000,4.827229192,24.476217482,10.000000000
2,9.039000000,4.834122539,24.447478641,10.000000000
