time_s,full_target_worst_distance_m,center_point_distance_m,bottom_center_distance_m,threshold_m
12.75000000,998.46586949,998.46586949,998.46586949,10.00000000
12.76666667,1003.46108661,1003.46108661,1003.46108661,10.00000000
12.78333333,1008.45630428,1008.45630428,1008.45630428,10.00000000
12.80000000,1013.45152249,1013.45152249,1013.45152249,10.00000000
12.81666667,1018.44674124,1018.44674124,1018.44674124,10.00000000
12.83333333,1023.44196051,1023.44196051,1023.44196051,10.00000000
12.85000000,1028.43718029,1028.43718029,1028.43718029,10.00000000
12.86666667,1033.43240059,1033.43240059,1033.43240059,10.00000000
12.88333333,1038.42762139,1038.42762139,1038.42762139,10.00000000
12.90000000,1043.42284269,1043.42284269,1043.42284269,10.00000000
12.91666667,1048.41806447,1048.41806447,1048.41806447,10.00000000
12.93333333,1053.41328674,1053.41328674,1053.41328674,10.00000000
12.95000000,1058.40850948,1058.40850948,1058.40850948,10.00000000
12.96666667,1063.40373269,1063.40373269,1063.40373269,10.00000000
12.98333333,1068.39895636,1068.39895636,1068.39895636,10.00000000
13.00000000,1073.39418049,1073.39418049,1073.39418049,10.00000000
13.01666667,1078.38940506,1078.38940506,1078.38940506,10.00000000
13.03333333,1083.38463008,1083.38463008,1083.38463008,10.00000000
13.05000000,1088.37985554,1088.37985554,1088.37985554,10.00000000
13.06666667,1093.37508142,1093.37508142,1093.37508142,10.00000000
13.08333333,1098.37030773,1098.37030773,1098.37030773,10.00000000
13.10000000,1103.36553446,1103.36553446,1103.36553446,10.00000000
13.11666667,1108.36076160,1108.36076160,1108.36076160,10.00000000
13.13333333,1113.35598915,1113.35598915,1113.35598915,10.00000000
13.15000000,1118.35121711,1118.35121711,1118.35121711,10.00000000
13.16666667,1123.34644546,1123.34644546,1123.34644546,10.00000000
13.18333333,1128.34167420,1128.34167420,1128.34167420,10.00000000
13.20000000,1133.33690332,1133.33690332,1133.33690332,10.00000000
13.21666667,1138.33213283,1138.33213283,1138.33213283,10.00000000
13.23333333,1143.32736272,1143.32736272,1143.32736272,10.00000000
13.25000000,1148.32259297,1148.32259297,1148.32259297,10.00000000
13.26666667,1153.31782360,1153.31782360,1153.31782360,10.00000000
13.28333333,1158.31305458,1158.31305458,1158.31305458,10.00000000
13.30000000,1163.30828592,1163.30828592,1163.30828592,10.00000000
13.31666667,1168.30351762,1168.30351762,1168.30351762,10.00000000
13.33333333,1173.29874966,1173.29874966,1173.29874966,10.00000000
13.35000000,1178.29398205,1178.29398205,1178.29398205,10.00000000
13.36666667,1183.28921477,1183.28921477,1183.28921477,10.00000000
13.38333333,1188.28444784,1188.28444784,1188.28444784,10.00000000
13.40000000,1193.27968123,1193.27968123,1193.27968123,10.00000000
13.41666667,1198.27491495,1198.27491495,1198.27491495,10.00000000
13.43333333,1203.27014899,1203.27014899,1203.27014899,10.00000000
13.45000000,1208.26538335,1208.26538335,1208.26538335,10.00000000
13.46666667,1213.26061802,1213.26061802,1213.26061802,10.00000000
13.48333333,1218.25585301,1218.25585301,1218.25585301,10.00000000
13.50000000,1223.25108830,1223.25108830,1223.25108830,10.00000000
13.51666667,1228.24632390,1228.24632390,1228.24632390,10.00000000
13.53333333,1233.24155979,1233.24155979,1233.24155979,10.00000000
13.55000000,1238.23679598,1238.23679598,1238.23679598,10.00000000
13.56666667,1243.23203247,1243.23203247,1243.23203247,10.00000000
13.58333333,1248.22726924,1248.22726924,1248.22726924,10.00000000
13.60000000,1253.22250630,1253.22250630,1253.22250630,10.00000000
13.61666667,1258.21774364,1258.21774364,1258.21774364,10.00000000
13.63333333,1263.21298126,1263.21298126,1263.21298126,10.00000000
13.65000000,1268.20821915,1268.20821915,1268.20821915,10.00000000
13.66666667,1273.20345732,1273.20345732,1273.20345732,10.00000000
13.68333333,1278.19869575,1278.19869575,1278.19869575,10.00000000
13.70000000,1283.19393445,1283.19393445,1283.19393445,10.00000000
13.71666667,1288.18917342,1288.18917342,1288.18917342,10.00000000
13.73333333,1293.18441264,1293.18441264,1293.18441264,10.00000000
13.75000000,1298.17965212,1298.17965212,1298.17965212,10.00000000
13.76666667,1303.17489185,1303.17489185,1303.17489185,10.00000000
13.78333333,1308.17013184,1308.17013184,1308.17013184,10.00000000
13.80000000,1313.16537207,1313.16537207,1313.16537207,10.00000000
13.81666667,1318.16061255,1318.16061255,1318.16061255,10.00000000
13.83333333,1323.15585327,1323.15585327,1323.15585327,10.00000000
13.85000000,1328.15109423,1328.15109423,1328.15109423,10.00000000
13.86666667,1333.14633543,1333.14633543,1333.14633543,10.00000000
13.88333333,1338.14157686,1338.14157686,1338.14157686,10.00000000
13.90000000,1343.13681852,1343.13681852,1343.13681852,10.00000000
13.91666667,1348.13206041,1348.13206041,1348.13206041,10.00000000
13.93333333,1353.12730253,1353.12730253,1353.12730253,10.00000000
13.95000000,1358.12254488,1358.12254488,1358.12254488,10.00000000
13.96666667,1363.11778744,1363.11778744,1363.11778744,10.00000000
13.98333333,1368.11303022,1368.11303022,1368.11303022,10.00000000
14.00000000,1373.10827322,1373.10827322,1373.10827322,10.00000000
14.01666667,1378.10351644,1378.10351644,1378.10351644,10.00000000
14.03333333,1383.09875987,1383.09875987,1383.09875987,10.00000000
14.05000000,1388.09400350,1388.09400350,1388.09400350,10.00000000
14.06666667,1393.08924735,1393.08924735,1393.08924735,10.00000000
14.08333333,1398.08449140,1398.08449140,1398.08449140,10.00000000
14.10000000,1403.07973565,1403.07973565,1403.07973565,10.00000000
14.11666667,1408.07498010,1408.07498010,1408.07498010,10.00000000
14.13333333,1413.07022476,1413.07022476,1413.07022476,10.00000000
14.15000000,1418.06546960,1418.06546960,1418.06546960,10.00000000
14.16666667,1423.06071465,1423.06071465,1423.06071465,10.00000000
14.18333333,1428.05595988,1428.05595988,1428.05595988,10.00000000
14.20000000,1433.05120531,1433.05120531,1433.05120531,10.00000000
14.21666667,1438.04645093,1438.04645093,1438.04645093,10.00000000
14.23333333,1443.04169673,1443.04169673,1443.04169673,10.00000000
14.25000000,1448.03694272,1448.03694272,1448.03694272,10.00000000
14.26666667,1453.03218889,1453.03218889,1453.03218889,10.00000000
14.28333333,1458.02743524,1458.02743524,1458.02743524,10.00000000
14.30000000,1463.02268177,1463.02268177,1463.02268177,10.00000000
14.31666667,1468.01792848,1468.01792848,1468.01792848,10.00000000
14.33333333,1473.01317536,1473.01317536,1473.01317536,10.00000000
14.35000000,1478.00842242,1478.00842242,1478.00842242,10.00000000
14.36666667,1483.00366964,1483.00366964,1483.00366964,10.00000000
14.38333333,1487.99891704,1487.99891704,1487.99891704,10.00000000
14.40000000,1492.99416461,1492.99416461,1492.99416461,10.00000000
14.41666667,1497.98941234,1497.98941234,1497.98941234,10.00000000
14.43333333,1502.98466024,1502.98466024,1502.98466024,10.00000000
14.45000000,1507.97990831,1507.97990831,1507.97990831,10.00000000
14.46666667,1512.97515653,1512.97515653,1512.97515653,10.00000000
14.48333333,1517.97040492,1517.97040492,1517.97040492,10.00000000
14.50000000,1522.96565346,1522.96565346,1522.96565346,10.00000000
14.51666667,1527.96090216,1527.96090216,1527.96090216,10.00000000
14.53333333,1532.95615102,1532.95615102,1532.95615102,10.00000000
14.55000000,1537.95140003,1537.95140003,1537.95140003,10.00000000
14.56666667,1542.94664919,1542.94664919,1542.94664919,10.00000000
14.58333333,1547.94189851,1547.94189851,1547.94189851,10.00000000
14.60000000,1552.93714797,1552.93714797,1552.93714797,10.00000000
14.61666667,1557.93239758,1557.93239758,1557.93239758,10.00000000
14.63333333,1562.92764734,1562.92764734,1562.92764734,10.00000000
14.65000000,1567.92289724,1567.92289724,1567.92289724,10.00000000
14.66666667,1572.91814729,1572.91814729,1572.91814729,10.00000000
14.68333333,1577.91339748,1577.91339748,1577.91339748,10.00000000
14.70000000,1582.90864782,1582.90864782,1582.90864782,10.00000000
14.71666667,1587.90389829,1587.90389829,1587.90389829,10.00000000
14.73333333,1592.89914890,1592.89914890,1592.89914890,10.00000000
14.75000000,1597.89439965,1597.89439965,1597.89439965,10.00000000
14.76666667,1602.88965053,1602.88965053,1602.88965053,10.00000000
14.78333333,1607.88490155,1607.88490155,1607.88490155,10.00000000
14.80000000,1612.88015270,1612.88015270,1612.88015270,10.00000000
14.81666667,1617.87540399,1617.87540399,1617.87540399,10.00000000
14.83333333,1622.87065541,1622.87065541,1622.87065541,10.00000000
14.85000000,1627.86590695,1627.86590695,1627.86590695,10.00000000
14.86666667,1632.86115863,1632.86115863,1632.86115863,10.00000000
14.88333333,1637.85641043,1637.85641043,1637.85641043,10.00000000
14.90000000,1642.85166236,1642.85166236,1642.85166236,10.00000000
14.91666667,1647.84691441,1647.84691441,1647.84691441,10.00000000
14.93333333,1652.84216659,1652.84216659,1652.84216659,10.00000000
14.95000000,1657.83741889,1657.83741889,1657.83741889,10.00000000
14.96666667,1662.83267131,1662.83267131,1662.83267131,10.00000000
14.98333333,1667.82792385,1667.82792385,1667.82792385,10.00000000
15.00000000,1672.82317652,1672.82317652,1672.82317652,10.00000000
15.01666667,1677.81842930,1677.81842930,1677.81842930,10.00000000
15.03333333,1682.81368220,1682.81368220,1682.81368220,10.00000000
15.05000000,1687.80893521,1687.80893521,1687.80893521,10.00000000
15.06666667,1692.80418835,1692.80418835,1692.80418835,10.00000000
15.08333333,1697.79944159,1697.79944159,1697.79944159,10.00000000
15.10000000,1702.79469495,1702.79469495,1702.79469495,10.00000000
15.11666667,1707.78994842,1707.78994842,1707.78994842,10.00000000
15.13333333,1712.78520200,1712.78520200,1712.78520200,10.00000000
15.15000000,1717.78045570,1717.78045570,1717.78045570,10.00000000
15.16666667,1722.77570950,1722.77570950,1722.77570950,10.00000000
15.18333333,1727.77096341,1727.77096341,1727.77096341,10.00000000
15.20000000,1732.76621743,1732.76621743,1732.76621743,10.00000000
15.21666667,1737.76147156,1737.76147156,1737.76147156,10.00000000
15.23333333,1742.75672579,1742.75672579,1742.75672579,10.00000000
15.25000000,1747.75198012,1747.75198012,1747.75198012,10.00000000
15.26666667,1752.74723456,1752.74723456,1752.74723456,10.00000000
15.28333333,1757.74248911,1757.74248911,1757.74248911,10.00000000
15.30000000,1762.73774375,1762.73774375,1762.73774375,10.00000000
15.31666667,1767.73299850,1767.73299850,1767.73299850,10.00000000
15.33333333,1772.72825335,1772.72825335,1772.72825335,10.00000000
15.35000000,1777.72350830,1777.72350830,1777.72350830,10.00000000
15.36666667,1782.71876334,1782.71876334,1782.71876334,10.00000000
15.38333333,1787.71401849,1787.71401849,1787.71401849,10.00000000
15.40000000,1792.70927373,1792.70927373,1792.70927373,10.00000000
15.41666667,1797.70452906,1797.70452906,1797.70452906,10.00000000
15.43333333,1802.69978450,1802.69978450,1802.69978450,10.00000000
15.45000000,1807.69504003,1807.69504003,1807.69504003,10.00000000
15.46666667,1812.69029565,1812.69029565,1812.69029565,10.00000000
15.48333333,1817.68555136,1817.68555136,1817.68555136,10.00000000
15.50000000,1822.68080717,1822.68080717,1822.68080717,10.00000000
15.51666667,1827.67606307,1827.67606307,1827.67606307,10.00000000
15.53333333,1832.67131906,1832.67131906,1832.67131906,10.00000000
15.55000000,1837.66657514,1837.66657514,1837.66657514,10.00000000
15.56666667,1842.66183131,1842.66183131,1842.66183131,10.00000000
15.58333333,1847.65708757,1847.65708757,1847.65708757,10.00000000
15.60000000,1852.65234391,1852.65234391,1852.65234391,10.00000000
15.61666667,1857.64760035,1857.64760035,1857.64760035,10.00000000
15.63333333,1862.64285687,1862.64285687,1862.64285687,10.00000000
15.65000000,1867.63811347,1867.63811347,1867.63811347,10.00000000
15.66666667,1872.63337017,1872.63337017,1872.63337017,10.00000000
15.68333333,1877.62862694,1877.62862694,1877.62862694,10.00000000
15.70000000,1882.62388380,1882.62388380,1882.62388380,10.00000000
15.71666667,1887.61914074,1887.61914074,1887.61914074,10.00000000
15.73333333,1892.61439777,1892.61439777,1892.61439777,10.00000000
15.75000000,1897.60965488,1897.60965488,1897.60965488,10.00000000
15.76666667,1902.60491207,1902.60491207,1902.60491207,10.00000000
15.78333333,1907.60016934,1907.60016934,1907.60016934,10.00000000
15.80000000,1912.59542668,1912.59542668,1912.59542668,10.00000000
15.81666667,1917.59068411,1917.59068411,1917.59068411,10.00000000
15.83333333,1922.58594162,1922.58594162,1922.58594162,10.00000000
15.85000000,1927.58119921,1927.58119921,1927.58119921,10.00000000
15.86666667,1932.57645687,1932.57645687,1932.57645687,10.00000000
15.88333333,1937.57171461,1937.57171461,1937.57171461,10.00000000
15.90000000,1942.56697243,1942.56697243,1942.56697243,10.00000000
15.91666667,1947.56223032,1947.56223032,1947.56223032,10.00000000
15.93333333,1952.55748828,1952.55748828,1952.55748828,10.00000000
15.95000000,1957.55274633,1957.55274633,1957.55274633,10.00000000
15.96666667,1962.54800444,1962.54800444,1962.54800444,10.00000000
15.98333333,1967.54326263,1967.54326263,1967.54326263,10.00000000
16.00000000,1972.53852089,1972.53852089,1972.53852089,10.00000000
16.01666667,1977.53377923,1977.53377923,1977.53377923,10.00000000
16.03333333,1982.52903763,1982.52903763,1982.52903763,10.00000000
16.05000000,1987.52429611,1987.52429611,1987.52429611,10.00000000
16.06666667,1992.51955466,1992.51955466,1992.51955466,10.00000000
16.08333333,1997.51481328,1997.51481328,1997.51481328,10.00000000
16.10000000,2002.51007196,2002.51007196,2002.51007196,10.00000000
16.11666667,2007.50533072,2007.50533072,2007.50533072,10.00000000
16.13333333,2012.50058955,2012.50058955,2012.50058955,10.00000000
16.15000000,2017.49584844,2017.49584844,2017.49584844,10.00000000
16.16666667,2022.49110740,2022.49110740,2022.49110740,10.00000000
16.18333333,2027.48636643,2027.48636643,2027.48636643,10.00000000
16.20000000,2032.48162553,2032.48162553,2032.48162553,10.00000000
16.21666667,2037.47688469,2037.47688469,2037.47688469,10.00000000
16.23333333,2042.47214391,2042.47214391,2042.47214391,10.00000000
16.25000000,2047.46740321,2047.46740321,2047.46740321,10.00000000
16.26666667,2052.46266256,2052.46266256,2052.46266256,10.00000000
16.28333333,2057.45792198,2057.45792198,2057.45792198,10.00000000
16.30000000,2062.45318147,2062.45318147,2062.45318147,10.00000000
16.31666667,2067.44844102,2067.44844102,2067.44844102,10.00000000
16.33333333,2072.44370063,2072.44370063,2072.44370063,10.00000000
16.35000000,2077.43896030,2077.43896030,2077.43896030,10.00000000
16.36666667,2082.43422003,2082.43422003,2082.43422003,10.00000000
16.38333333,2087.42947983,2087.42947983,2087.42947983,10.00000000
16.40000000,2092.42473969,2092.42473969,2092.42473969,10.00000000
16.41666667,2097.41999961,2097.41999961,2097.41999961,10.00000000
16.43333333,2102.41525959,2102.41525959,2102.41525959,10.00000000
16.45000000,2107.41051962,2107.41051962,2107.41051962,10.00000000
16.46666667,2112.40577972,2112.40577972,2112.40577972,10.00000000
16.48333333,2117.40103988,2117.40103988,2117.40103988,10.00000000
16.50000000,2122.39630009,2122.39630009,2122.39630009,10.00000000
16.51666667,2127.39156036,2127.39156036,2127.39156036,10.00000000
16.53333333,2132.38682069,2132.38682069,2132.38682069,10.00000000
16.55000000,2137.38208108,2137.38208108,2137.38208108,10.00000000
16.56666667,2142.37734153,2142.37734153,2142.37734153,10.00000000
16.58333333,2147.37260203,2147.37260203,2147.37260203,10.00000000
16.60000000,2152.36786258,2152.36786258,2152.36786258,10.00000000
16.61666667,2157.36312320,2157.36312320,2157.36312320,10.00000000
16.63333333,2162.35838387,2162.35838387,2162.35838387,10.00000000
16.65000000,2167.35364459,2167.35364459,2167.35364459,10.00000000
16.66666667,2172.34890537,2172.34890537,2172.34890537,10.00000000
16.68333333,2177.34416620,2177.34416620,2177.34416620,10.00000000
16.70000000,2182.33942708,2182.33942708,2182.33942708,10.00000000
16.71666667,2187.33468802,2187.33468802,2187.33468802,10.00000000
16.73333333,2192.32994901,2192.32994901,2192.32994901,10.00000000
16.75000000,2197.32521006,2197.32521006,2197.32521006,10.00000000
16.76666667,2202.32047115,2202.32047115,2202.32047115,10.00000000
16.78333333,2207.31573230,2207.31573230,2207.31573230,10.00000000
16.80000000,2212.31099350,2212.31099350,2212.31099350,10.00000000
16.81666667,2217.30625475,2217.30625475,2217.30625475,10.00000000
16.83333333,2222.30151606,2222.30151606,2222.30151606,10.00000000
16.85000000,2227.29677741,2227.29677741,2227.29677741,10.00000000
16.86666667,2232.29203881,2232.29203881,2232.29203881,10.00000000
16.88333333,2237.28730027,2237.28730027,2237.28730027,10.00000000
16.90000000,2242.28256177,2242.28256177,2242.28256177,10.00000000
16.91666667,2247.27782332,2247.27782332,2247.27782332,10.00000000
16.93333333,2252.27308492,2252.27308492,2252.27308492,10.00000000
16.95000000,2257.26834657,2257.26834657,2257.26834657,10.00000000
16.96666667,2262.26360827,2262.26360827,2262.26360827,10.00000000
16.98333333,2267.25887002,2267.25887002,2267.25887002,10.00000000
17.00000000,2272.25413181,2272.25413181,2272.25413181,10.00000000
17.01666667,2277.24939365,2277.24939365,2277.24939365,10.00000000
17.03333333,2282.24465554,2282.24465554,2282.24465554,10.00000000
17.05000000,2287.23991747,2287.23991747,2287.23991747,10.00000000
17.06666667,2292.23517945,2292.23517945,2292.23517945,10.00000000
17.08333333,2297.23044148,2297.23044148,2297.23044148,10.00000000
17.10000000,2302.22570355,2302.22570355,2302.22570355,10.00000000
17.11666667,2307.22096567,2307.22096567,2307.22096567,10.00000000
17.13333333,2312.21622784,2312.21622784,2312.21622784,10.00000000
17.15000000,2317.21149004,2317.21149004,2317.21149004,10.00000000
17.16666667,2322.20675230,2322.20675230,2322.20675230,10.00000000
17.18333333,2327.20201459,2327.20201459,2327.20201459,10.00000000
17.20000000,2332.19727694,2332.19727694,2332.19727694,10.00000000
17.21666667,2337.19253932,2337.19253932,2337.19253932,10.00000000
17.23333333,2342.18780175,2342.18780175,2342.18780175,10.00000000
17.25000000,2347.18306422,2347.18306422,2347.18306422,10.00000000
17.26666667,2352.17832674,2352.17832674,2352.17832674,10.00000000
17.28333333,2357.17358929,2357.17358929,2357.17358929,10.00000000
17.30000000,2362.16885189,2362.16885189,2362.16885189,10.00000000
17.31666667,2367.16411454,2367.16411454,2367.16411454,10.00000000
17.33333333,2372.15937722,2372.15937722,2372.15937722,10.00000000
17.35000000,2377.15463994,2377.15463994,2377.15463994,10.00000000
17.36666667,2382.14990271,2382.14990271,2382.14990271,10.00000000
17.38333333,2387.14516552,2387.14516552,2387.14516552,10.00000000
17.40000000,2392.14042837,2392.14042837,2392.14042837,10.00000000
17.41666667,2397.13569126,2397.13569126,2397.13569126,10.00000000
17.43333333,2402.13095419,2402.13095419,2402.13095419,10.00000000
17.45000000,2407.12621716,2407.12621716,2407.12621716,10.00000000
17.46666667,2412.12148016,2412.12148016,2412.12148016,10.00000000
17.48333333,2417.11674321,2417.11674321,2417.11674321,10.00000000
17.50000000,2422.11200630,2422.11200630,2422.11200630,10.00000000
17.51666667,2427.10726943,2427.10726943,2427.10726943,10.00000000
17.53333333,2432.10253259,2432.10253259,2432.10253259,10.00000000
17.55000000,2437.09779580,2437.09779580,2437.09779580,10.00000000
17.56666667,2442.09305904,2442.09305904,2442.09305904,10.00000000
17.58333333,2447.08832232,2447.08832232,2447.08832232,10.00000000
17.60000000,2452.08358564,2452.08358564,2452.08358564,10.00000000
17.61666667,2457.07884900,2457.07884900,2457.07884900,10.00000000
17.63333333,2462.07411239,2462.07411239,2462.07411239,10.00000000
17.65000000,2467.06937582,2467.06937582,2467.06937582,10.00000000
17.66666667,2472.06463929,2472.06463929,2472.06463929,10.00000000
17.68333333,2477.05990280,2477.05990280,2477.05990280,10.00000000
17.70000000,2482.05516634,2482.05516634,2482.05516634,10.00000000
17.71666667,2487.05042992,2487.05042992,2487.05042992,10.00000000
17.73333333,2492.04569353,2492.04569353,2492.04569353,10.00000000
17.75000000,2497.04095718,2497.04095718,2497.04095718,10.00000000
17.76666667,2502.03622087,2502.03622087,2502.03622087,10.00000000
17.78333333,2507.03148459,2507.03148459,2507.03148459,10.00000000
17.80000000,2512.02674834,2512.02674834,2512.02674834,10.00000000
17.81666667,2517.02201213,2517.02201213,2517.02201213,10.00000000
17.83333333,2522.01727596,2522.01727596,2522.01727596,10.00000000
17.85000000,2527.01253982,2527.01253982,2527.01253982,10.00000000
17.86666667,2532.00780371,2532.00780371,2532.00780371,10.00000000
17.88333333,2537.00306764,2537.00306764,2537.00306764,10.00000000
17.90000000,2541.99833161,2541.99833161,2541.99833161,10.00000000
17.91666667,2546.99359560,2546.99359560,2546.99359560,10.00000000
17.93333333,2551.98885963,2551.98885963,2551.98885963,10.00000000
17.95000000,2556.98412370,2556.98412370,2556.98412370,10.00000000
17.96666667,2561.97938780,2561.97938780,2561.97938780,10.00000000
17.98333333,2566.97465193,2566.97465193,2566.97465193,10.00000000
18.00000000,2571.96991609,2571.96991609,2571.96991609,10.00000000
18.01666667,2576.96518028,2576.96518028,2576.96518028,10.00000000
18.03333333,2581.96044451,2581.96044451,2581.96044451,10.00000000
18.05000000,2586.95570877,2586.95570877,2586.95570877,10.00000000
18.06666667,2591.95097306,2591.95097306,2591.95097306,10.00000000
18.08333333,2596.94623739,2596.94623739,2596.94623739,10.00000000
18.10000000,2601.94150174,2601.94150174,2601.94150174,10.00000000
18.11666667,2606.93676613,2606.93676613,2606.93676613,10.00000000
18.13333333,2611.93203055,2611.93203055,2611.93203055,10.00000000
18.15000000,2616.92729500,2616.92729500,2616.92729500,10.00000000
18.16666667,2621.92255948,2621.92255948,2621.92255948,10.00000000
18.18333333,2626.91782399,2626.91782399,2626.91782399,10.00000000
18.20000000,2631.91308854,2631.91308854,2631.91308854,10.00000000
18.21666667,2636.90835311,2636.90835311,2636.90835311,10.00000000
18.23333333,2641.90361771,2641.90361771,2641.90361771,10.00000000
18.25000000,2646.89888234,2646.89888234,2646.89888234,10.00000000
18.26666667,2651.89414701,2651.89414701,2651.89414701,10.00000000
18.28333333,2656.88941170,2656.88941170,2656.88941170,10.00000000
18.30000000,2661.88467642,2661.88467642,2661.88467642,10.00000000
18.31666667,2666.87994117,2666.87994117,2666.87994117,10.00000000
18.33333333,2671.87520596,2671.87520596,2671.87520596,10.00000000
18.35000000,2676.87047077,2676.87047077,2676.87047077,10.00000000
18.36666667,2681.86573560,2681.86573560,2681.86573560,10.00000000
18.38333333,2686.86100047,2686.86100047,2686.86100047,10.00000000
18.40000000,2691.85626537,2691.85626537,2691.85626537,10.00000000
18.41666667,2696.85153029,2696.85153029,2696.85153029,10.00000000
18.43333333,2701.84679525,2701.84679525,2701.84679525,10.00000000
18.45000000,2706.84206023,2706.84206023,2706.84206023,10.00000000
18.46666667,2711.83732524,2711.83732524,2711.83732524,10.00000000
18.48333333,2716.83259028,2716.83259028,2716.83259028,10.00000000
18.50000000,2721.82785534,2721.82785534,2721.82785534,10.00000000
18.51666667,2726.82312043,2726.82312043,2726.82312043,10.00000000
18.53333333,2731.81838555,2731.81838555,2731.81838555,10.00000000
18.55000000,2736.81365070,2736.81365070,2736.81365070,10.00000000
18.56666667,2741.80891587,2741.80891587,2741.80891587,10.00000000
18.58333333,2746.80418108,2746.80418108,2746.80418108,10.00000000
18.60000000,2751.79944630,2751.79944630,2751.79944630,10.00000000
18.61666667,2756.79471156,2756.79471156,2756.79471156,10.00000000
18.63333333,2761.78997684,2761.78997684,2761.78997684,10.00000000
18.65000000,2766.78524215,2766.78524215,2766.78524215,10.00000000
18.66666667,2771.78050748,2771.78050748,2771.78050748,10.00000000
18.68333333,2776.77577284,2776.77577284,2776.77577284,10.00000000
18.70000000,2781.77103823,2781.77103823,2781.77103823,10.00000000
18.71666667,2786.76630364,2786.76630364,2786.76630364,10.00000000
18.73333333,2791.76156907,2791.76156907,2791.76156907,10.00000000
18.75000000,2796.75683454,2796.75683454,2796.75683454,10.00000000
18.76666667,2801.75210002,2801.75210002,2801.75210002,10.00000000
18.78333333,2806.74736554,2806.74736554,2806.74736554,10.00000000
18.80000000,2811.74263108,2811.74263108,2811.74263108,10.00000000
18.81666667,2816.73789664,2816.73789664,2816.73789664,10.00000000
18.83333333,2821.73316223,2821.73316223,2821.73316223,10.00000000
18.85000000,2826.72842784,2826.72842784,2826.72842784,10.00000000
18.86666667,2831.72369348,2831.72369348,2831.72369348,10.00000000
18.88333333,2836.71895914,2836.71895914,2836.71895914,10.00000000
18.90000000,2841.71422483,2841.71422483,2841.71422483,10.00000000
18.91666667,2846.70949054,2846.70949054,2846.70949054,10.00000000
18.93333333,2851.70475627,2851.70475627,2851.70475627,10.00000000
18.95000000,2856.70002203,2856.70002203,2856.70002203,10.00000000
18.96666667,2861.69528781,2861.69528781,2861.69528781,10.00000000
18.98333333,2866.69055362,2866.69055362,2866.69055362,10.00000000
19.00000000,2871.68581945,2871.68581945,2871.68581945,10.00000000
19.01666667,2876.68108530,2876.68108530,2876.68108530,10.00000000
19.03333333,2881.67635118,2881.67635118,2881.67635118,10.00000000
19.05000000,2886.67161707,2886.67161707,2886.67161707,10.00000000
19.06666667,2891.66688300,2891.66688300,2891.66688300,10.00000000
19.08333333,2896.66214894,2896.66214894,2896.66214894,10.00000000
19.10000000,2901.65741491,2901.65741491,2901.65741491,10.00000000
19.11666667,2906.65268090,2906.65268090,2906.65268090,10.00000000
19.13333333,2911.64794692,2911.64794692,2911.64794692,10.00000000
19.15000000,2916.64321295,2916.64321295,2916.64321295,10.00000000
19.16666667,2921.63847901,2921.63847901,2921.63847901,10.00000000
19.18333333,2926.63374509,2926.63374509,2926.63374509,10.00000000
19.20000000,2931.62901119,2931.62901119,2931.62901119,10.00000000
19.21666667,2936.62427732,2936.62427732,2936.62427732,10.00000000
19.23333333,2941.61954346,2941.61954346,2941.61954346,10.00000000
19.25000000,2946.61480963,2946.61480963,2946.61480963,10.00000000
19.26666667,2951.61007582,2951.61007582,2951.61007582,10.00000000
19.28333333,2956.60534204,2956.60534204,2956.60534204,10.00000000
19.30000000,2961.60060827,2961.60060827,2961.60060827,10.00000000
19.31666667,2966.59587452,2966.59587452,2966.59587452,10.00000000
19.33333333,2971.59114080,2971.59114080,2971.59114080,10.00000000
19.35000000,2976.58640710,2976.58640710,2976.58640710,10.00000000
19.36666667,2981.58167342,2981.58167342,2981.58167342,10.00000000
19.38333333,2986.57693975,2986.57693975,2986.57693975,10.00000000
19.40000000,2991.57220611,2991.57220611,2991.57220611,10.00000000
19.41666667,2996.56747250,2996.56747250,2996.56747250,10.00000000
19.43333333,3001.56273890,3001.56273890,3001.56273890,10.00000000
19.45000000,3006.55800532,3006.55800532,3006.55800532,10.00000000
19.46666667,3011.55327176,3011.55327176,3011.55327176,10.00000000
19.48333333,3016.54853822,3016.54853822,3016.54853822,10.00000000
19.50000000,3021.54380471,3021.54380471,3021.54380471,10.00000000
19.51666667,3026.53907121,3026.53907121,3026.53907121,10.00000000
19.53333333,3031.53433773,3031.53433773,3031.53433773,10.00000000
19.55000000,3036.52960428,3036.52960428,3036.52960428,10.00000000
19.56666667,3041.52487084,3041.52487084,3041.52487084,10.00000000
19.58333333,3046.52013742,3046.52013742,3046.52013742,10.00000000
19.60000000,3051.51540402,3051.51540402,3051.51540402,10.00000000
19.61666667,3056.51067064,3056.51067064,3056.51067064,10.00000000
19.63333333,3061.50593729,3061.50593729,3061.50593729,10.00000000
19.65000000,3066.50120395,3066.50120395,3066.50120395,10.00000000
19.66666667,3071.49647063,3071.49647063,3071.49647063,10.00000000
19.68333333,3076.49173732,3076.49173732,3076.49173732,10.00000000
19.70000000,3081.48700404,3081.48700404,3081.48700404,10.00000000
19.71666667,3086.48227078,3086.48227078,3086.48227078,10.00000000
19.73333333,3091.47753754,3091.47753754,3091.47753754,10.00000000
19.75000000,3096.47280431,3096.47280431,3096.47280431,10.00000000
19.76666667,3101.46807110,3101.46807110,3101.46807110,10.00000000
19.78333333,3106.46333791,3106.46333791,3106.46333791,10.00000000
